14106,14100,0.25,0.999687589513002
5425,5426,0.25,0.927659918003908
5453,5426,1,0.71061684564636
5455,5426,2,0.868391709209015
7594,7622,0.25,0.952090328388718
7610,7622,0.25,0.928756581252865
34,35,0.5,0.530756789193865
44,35,1,0.619543795144665
908,888,0.75,0.628010687277595
908,956,0.25,0.768165228384791
985,999,1,0.987201725650222
1007,999,1,0.853986112110927
1046,999,1,0.801285499704304
1058,999,0.75,0.904780873698087
481,474,0.5,0.999995679568501
481,493,0.25,0.920506957660643
481,526,0.25,0.882191450307728
506,474,0.75,0.905145046534361
511,474,0.75,0.745829167730282
511,493,0.5,0.995644102682598
511,526,1,0.940521115024378
568,474,0.5,0.91975990221324
586,474,1.5,0.494721093721545
117,104,1.5,0.971443070665671
125,104,1.5,0.970506792658984
642,593,0.25,0.726280426820388
642,670,1.25,0.703261939629655
681,593,0.75,0.519370959840966
1204,1194,0.25,0.687709627872151
1348,1393,0.25,0.999990452861829
1348,1417,0.25,0.867835742367392
1355,1393,0.75,0.752148130247094
1355,1417,0.75,0.528834327054805
1388,1390,2,0.582490972383802
1394,1390,1.5,0.95690223227381
1394,1393,1.25,0.999993031677337
1394,1417,2,0.735405133967875
1405,1390,2,0.539328339431628
720,724,0.25,0.999999973199775
720,756,0.75,0.971768314855176
720,793,1.5,0.784809543790468
744,756,0.25,0.583213280161578
809,724,0.75,0.978222355601854
809,756,1,0.852756974132661
809,793,2,0.75185362806692
1475,1451,0.75,0.752198771822409
1475,1464,0.25,0.628723202012115
1510,1464,1,0.999999999999995
1517,1464,1.5,0.978721831828705
293,300,2,0.44091867899599
13513,13544,0.25,0.899811171084998
13513,13651,0.5,0.714560965380141
13534,13651,0.75,0.654576641587145
13557,13544,0.5,0.738996700123117
13557,13651,0.5,0.552823726445474
13559,13544,2,0.721554761467717
13560,13544,0.75,0.564538006506616
13560,13651,0.75,0.795558434537549
13622,13544,1.5,0.610082824396747
13625,13544,0.25,0.842044427354036
13707,13699,0.5,0.999999998224399
13714,13699,1.25,0.692157374779141
13795,13699,0.25,0.99998921997468
14106,14100,0.25,0.999687584034026
